0.37652794,-0.07231018,0.03343186,0.27952632,-0.10680738,-0.67954576,0.23179483,-0.44217172,0.10443148,-0.13408577,0.14186163,-0.18771535,0.3622804
-0.31713712,0.09791735,0.38447437,0.11544976,-0.10586366,0.32564184,0.11139719,-0.4713019,0.09216735,0.3191788,0.13855505,-0.29472092,-0.28659862
-0.112133294,0.2146782,-0.1417228,0.30618176,0.19923742,0.17283577,0.12700066,-0.20292711,-0.29343075,0.0635263,-0.10526874,-0.31563687,0.4453815
0.052886657,-0.25228357,-0.015340222,-0.021227479,0.35362953,0.048681762,-0.4292873,0.3226871,-0.11914614,0.025503188,-0.31664476,-0.42903635,-0.07393388
-0.4693231,-0.20207772,-0.36715534,-0.4781056,0.42328602,0.2291689,-0.44189295,-0.21268162,-0.3387902,0.12078288,-0.13167247,-0.16134548,0.020854963
-0.0031342697,0.2600477,-0.20902088,-0.31192064,0.16055171,-0.13909687,0.048595127,-0.15878072,-0.30692416,0.38106987,-0.115513854,-0.38983464,-0.14841136
0.01790354,0.27355018,0.0020926816,-0.40439546,0.09537907,-0.23727968,0.17767501,0.35956272,0.33364585,0.40965757,-0.11859701,0.0033724701,0.24841286
-0.391623,-0.25690234,0.05209225,-0.06222117,-0.36280194,0.16299306,-0.31607977,0.2442015,-0.19711193,0.15857318,0.1931566,0.18199441,-0.052962754
-0.5152388,-0.25849447,0.31191063,-0.029618561,-0.20953126,-0.10288429,0.33330056,-0.4807498,-0.3091137,-0.2548177,0.49536008,0.4108205,-0.034564752
-0.010250238,-0.28130636,-0.19037867,-0.38823348,0.30370197,0.16942507,-0.22954543,0.15313117,0.44762728,-0.36581606,0.29611185,0.15910435,0.43210217
0.26436412,0.071341544,-0.38854367,-0.09196448,0.4106781,0.31846038,0.011281854,0.28983095,-0.039737016,-0.4726822,0.32575655,0.5420769,-0.1318231
-0.41974515,-0.03099671,-0.3182198,-0.35377818,0.3706373,-0.080512546,0.40058386,-0.15499441,0.12592956,-0.4230352,0.037490744,0.3870597,-0.13436225
