0.23598596,-0.36334324,0.32789633,-0.20513515,-0.23169494,0.30257258,-0.09485931,-0.32446674,-0.043247104,-0.09520036,0.24048841,-0.26217377,0.099669814,0.16937324,-0.08949634,-0.17240667,-0.062993586,-0.18703568,-0.16194917,0.16147748,0.013843805,-0.21848843,0.020579785,0.018167883,0.087795936,0.04984194,-0.30841705,0.007952673
-0.022292227,-0.25114962,0.24739906,0.3612661,0.052888393,-0.10238093,-0.12887692,0.1404104,0.05350104,0.30115327,0.2769955,0.25029692,0.27384004,-0.06257722,0.31118968,0.3431805,0.20767066,-0.11752486,0.0030294955,0.016433507,0.38119265,0.321592,-0.018161237,0.1924639,0.08192021,-0.21557525,-0.19931439,-0.05044061
0.065612465,0.25068012,-0.0765273,0.2208576,0.2104369,0.23099764,-0.27029663,0.2542384,0.16740641,-0.19571225,0.3140351,-0.091885716,0.19720124,0.28389135,-0.24573715,0.030128837,-0.32668677,-0.18060665,0.017042965,0.21204038,-0.23339345,0.24071741,-0.2719699,0.10186389,-0.1074031,0.27499196,0.10346391,-0.12887035
0.08902925,-0.075603545,0.21058461,-0.010612935,-0.3100475,0.22316834,-0.33147073,-0.119238555,0.38175544,0.28991804,-0.2859434,-0.15246648,-0.2967711,0.11257896,-0.07128146,0.32629284,0.032244444,0.07980597,-0.042212456,-0.33410767,0.19561568,-0.38101897,0.049744815,-0.269575,-0.2097168,0.31669167,0.2799872,0.18360916
-0.17629233,0.23147163,-0.28006285,-0.35529304,-0.27850962,0.12521714,0.10799493,0.3039613,0.13041821,-0.1590389,-0.075241335,-0.30891523,-0.22321478,-0.23711337,0.23703848,0.044037223,-0.2382985,-0.020598888,-0.2326234,-0.1833558,-0.18390664,-0.014211177,0.27239564,-0.033844113,0.3063681,-0.45634893,0.06090479,0.0061911335
0.13742223,-0.37868702,0.014837861,-0.29922882,-0.026485264,-0.30886614,-0.23731217,0.07478708,0.025364697,-0.1405437,0.11965207,0.19521843,-0.30191547,0.34518567,0.15328816,0.20011899,-0.014294088,-0.23188773,0.33567205,-0.31665045,-0.1046385,0.34511012,-0.19785093,-0.339368,-0.18553701,-0.092355095,0.36198086,0.21844251
-0.34002256,0.18871918,-0.2384313,0.3053609,0.18131784,0.23965752,-0.08800164,0.11523861,-0.13278885,0.3396124,0.10127843,0.38207638,0.24665548,-0.254838,0.22809683,-0.35912633,0.12372407,0.37682012,-0.04312569,0.01780961,0.25846356,0.0111189615,-0.14037575,0.36426106,-0.076000124,-0.04473363,0.2680025,0.3632701
-0.2809474,-0.17116335,-0.38146013,-0.020291895,0.05681461,0.19662009,0.44674537,-0.2659105,-0.13946085,-0.20388666,-0.002195184,0.026467446,-0.11335376,0.29501984,-0.18511872,-0.3406716,0.25784078,-0.09680441,0.1672776,-0.29072636,0.33287993,-0.17830144,-0.33914876,0.19384757,0.17541578,-0.13708721,0.16631554,0.1661228
-0.090729535,0.110595495,0.28615847,0.2279912,0.30236378,0.22727433,-0.20211752,0.15421262,0.12217584,-0.13514188,0.040819734,-0.23731558,-0.041083872,-0.14632301,-0.13170221,0.2849832,-0.3415623,0.1797041,0.24375656,0.06639621,0.11082277,-0.1659554,0.25256422,-0.0274055,0.16854832,-0.074726045,-0.31358165,-0.353002
-0.25589025,0.31746855,0.14033696,0.37432405,-0.01451847,0.074094355,-0.37380338,-0.03578043,-0.19204827,0.38116196,0.11923501,0.2126917,0.27418074,0.3081601,-0.15415643,0.22563025,-0.068541914,-0.34920147,-0.024590254,0.19720837,-0.26887518,-0.116713494,-0.086232334,-0.17563537,0.1695877,0.0025067031,-0.13901065,-0.010694474
-0.22277597,-0.3703359,-0.3047686,-0.28069285,0.13483521,0.38099366,0.26495227,-0.34938532,-0.30598718,-0.2018158,0.019701863,0.046662737,0.093245246,-0.2930166,0.1342548,-0.11338723,-0.01635781,-0.18495892,-0.19681671,0.1671616,0.017637314,0.11999311,-0.12506384,-0.06857011,0.08327902,0.3063289,-0.13612872,0.22344549
0.10071424,0.09647077,0.2045069,-0.0556626,0.16035679,-0.19787371,-0.08979022,-0.17973125,0.040946603,0.22956528,0.19853657,-0.038591605,-0.09374682,0.090581864,-0.07335098,-0.25811997,-0.025560677,-0.08499658,0.06801531,0.24698292,-0.034204617,-0.13316421,0.3211843,-0.36259243,0.22860229,-0.23625484,0.05936311,0.027966382
-0.14757217,-0.34279642,-0.20607458,-0.20160507,0.15907007,0.018159991,0.05018239,-0.32911944,0.16996124,0.19349697,0.31903037,-0.13278787,-0.252313,-0.3659529,0.056320377,0.16906688,-0.34052047,0.052662104,0.01882431,-0.31561428,0.023453245,-0.0098693175,-0.2400638,-0.22770163,-0.01661833,0.061105773,0.026563749,0.26072574
